@RELATION oversample

@ATTRIBUTE WCHU_fanIn NUMERIC
@ATTRIBUTE ck_oo_fanIn NUMERIC
@ATTRIBUTE ck_oo_cbo NUMERIC
@ATTRIBUTE WCHU_cbo NUMERIC
@ATTRIBUTE LDHH_numberOfAttributesInherited NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributesInherited NUMERIC
@ATTRIBUTE WCHU_dit NUMERIC
@ATTRIBUTE WCHU_numberOfAttributesInherited NUMERIC
@ATTRIBUTE numberOfHighPriorityBugsFoundUntil: NUMERIC
@ATTRIBUTE CvsEntropy NUMERIC
@ATTRIBUTE numberOfCriticalBugsFoundUntil: NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateMethods NUMERIC
@ATTRIBUTE LDHH_numberOfPrivateMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPrivateAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_numberOfPublicMethods NUMERIC
@ATTRIBUTE CvsLinEntropy NUMERIC
@ATTRIBUTE WCHU_numberOfAttributes NUMERIC
@ATTRIBUTE LDHH_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfPublicAttributes NUMERIC
@ATTRIBUTE ck_oo_numberOfAttributes NUMERIC
@ATTRIBUTE ck_oo_dit NUMERIC
@ATTRIBUTE WCHU_numberOfMethodsInherited NUMERIC
@ATTRIBUTE LDHH_numberOfMethods NUMERIC
@ATTRIBUTE WCHU_fanOut NUMERIC
@ATTRIBUTE WCHU_noc NUMERIC
@ATTRIBUTE ck_oo_numberOfLinesOfCode NUMERIC
@ATTRIBUTE class {buggy, clean}

@DATA
0.0,6,33,3.05,0.04453,408,1.02,24.63,1,29.7618,1,1,0.0,0.0,0,15,0.0,0.070919,1.01,0.002662,2,2,3,2.02,0.0,3.05,0.0,437,buggy
2.03,10,48,8.1,0.021127,81,0.0,2.16,3,29.2704,2,0,0.0,1.01,4,56,11.12,0.186933,2.02,0.0,0,5,7,14.4,0.015196,8.1,0.0,698,buggy
1.01,5,27,8.17,0.0315,35,0.0,2.35,4,36.1202,3,39,0.037706,8.13,19,80,6.08,0.266099,10.16,0.01052,20,39,1,1.01,0.045537,7.16,0.0,3184,buggy
0.0,0,19,3.03,0.043647,380,1.02,23.65,0,23.6077,1,0,0.0,1.01,11,6,0.0,0.047734,1.01,0.0,10,21,3,2.02,0.0,3.03,0.0,451,buggy
3.07,6,7,3.07,0.0,0,0.0,0.0,1,19.8025,1,1,0.0,0.0,1,2,0.0,0.173451,14.4,0.024883,312,313,1,0.0,0.0,0.0,0.0,6,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
0.0,2,17,3.03,0.043647,380,1.02,23.65,1,22.412,2,1,0.0,0.0,0,11,0.0,0.171808,2.03,0.003973,4,4,3,2.02,0.002191,3.03,0.0,217,buggy
5.05,22,40,9.13,0.04453,391,1.02,24.65,2,30.7687,2,2,0.000822,3.06,5,23,3.04,0.208173,5.12,0.004649,18,23,2,2.02,0.007283,6.09,0.0,536,buggy
9.1,25,58,17.27,0.0,0,0.0,0.0,7,45.5046,6,11,0.00392,1.01,2,65,9.13,0.261427,32.47,0.001623,0,182,1,0.0,0.01844,12.2,0.0,1058,buggy
1.01,2,8,1.02,0.01888,52,0.0,10.12,0,7.86064,0,0,0.0,0.0,0,8,2.02,0.137064,1.01,0.00084,1,2,3,6.07,0.006875,1.01,0.0,69,buggy
4.04,7,18,5.05,0.009766,0,0.0,10.92,1,28.9486,4,0,0.0,1.01,1,36,2.02,0.094631,2.03,0.001692,4,5,1,1.01,0.015988,2.02,0.0,736,buggy
0.0,4,9,0.0,0.039883,402,1.02,11.08,1,15.1859,0,1,0.0,0.0,0,13,0.0,0.03027,0.0,0.0,3,4,2,1.01,0.002628,0.0,0.0,193,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,19.2708,0,0,0.0,0.0,0,12,1.01,0.158898,4.09,0.002095,15,22,4,10.15,0.002682,2.02,0.0,180,buggy
0.0,0,19,3.03,0.043647,380,1.02,23.65,0,23.6077,1,0,0.0,1.01,11,6,0.0,0.047734,1.01,0.0,10,21,3,2.02,0.0,3.03,0.0,451,buggy
1.01,1,8,3.03,0.0,0,0.0,0.0,0,12.7614,1,0,0.0,0.0,0,10,2.02,0.141869,2.05,0.000965,1,15,1,1.01,0.005367,2.02,0.0,166,buggy
1.01,3,9,3.03,0.01888,61,0.0,10.14,0,17.658,0,0,0.0,0.0,0,9,0.0,0.144149,3.03,0.001721,7,8,4,10.15,0.000853,2.02,1.01,240,buggy
6.08,17,34,4.04,0.015435,262,1.02,13.91,1,41.9795,6,13,0.013913,2.02,0,26,3.03,0.260381,3.03,0.001371,2,2,2,7.07,0.002218,2.02,0.0,1091,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
5.06,18,36,7.1,0.0,3,0.0,0.0,1,28.279,0,6,0.002697,1.01,2,20,1.02,0.078582,3.04,0.0,0,12,2,3.03,0.00528,5.09,0.0,1126,buggy
3.03,5,22,6.06,0.043647,384,1.02,23.66,0,30.738,3,0,0.0,0.0,0,17,1.01,0.197734,1.01,0.008082,13,13,4,5.06,0.00077,5.05,1.01,494,buggy
11.25,19,35,14.27,0.039372,49,1.02,15.06,0,35.6247,4,0,0.0,1.01,2,51,8.11,0.228898,0.0,0.002035,8,10,4,24.4,0.033287,9.1,0.0,866,buggy
2.02,6,44,4.05,0.0,0,0.0,0.0,7,41.3943,12,41,0.023527,5.05,15,52,3.03,0.27896,5.05,0.005114,10,26,1,1.01,0.023951,4.07,0.0,2116,buggy
1.01,5,27,8.17,0.0315,35,0.0,2.35,4,36.1202,3,39,0.037706,8.13,19,80,6.08,0.266099,10.16,0.01052,20,39,1,1.01,0.045537,7.16,0.0,3184,buggy
0.0,0,7,1.13,0.000546,19,1.01,1.01,2,21.493,1,0,0.001233,0.0,0,4,1.01,0.184315,2.12,0.000875,3,3,3,5.09,0.002921,1.13,0.0,44,buggy
11.25,19,35,14.27,0.039372,49,1.02,15.06,0,35.6247,4,0,0.0,1.01,2,51,8.11,0.228898,0.0,0.002035,8,10,4,24.4,0.033287,9.1,0.0,866,buggy
0.0,3,32,6.17,0.004526,69,0.0,1.04,3,25.6644,2,4,0.000915,0.0,0,31,6.07,0.181872,1.01,0.0,0,4,7,14.41,0.012458,7.19,0.0,529,buggy
0.0,1,16,4.04,0.025373,68,0.0,14.23,1,22.443,0,0,0.0,0.0,0,11,0.0,0.179938,0.0,0.0,0,1,2,4.04,0.0,4.04,0.0,256,buggy
2.02,11,19,5.05,0.0,0,0.0,0.0,1,18.7552,1,2,0.0,1.01,3,14,0.0,0.181025,1.01,0.0,0,3,1,1.01,0.0,3.03,0.0,219,buggy
2.02,11,19,5.05,0.0,0,0.0,0.0,1,18.7552,1,2,0.0,1.01,3,14,0.0,0.181025,1.01,0.0,0,3,1,1.01,0.0,3.03,0.0,219,buggy
0.0,1,4,0.0,0.025373,69,0.0,14.23,0,11.6607,0,1,0.0,0.0,0,8,0.0,0.139983,0.0,0.0,0,0,3,4.04,0.0,0.0,0.0,65,buggy
0.0,0,2,0.0,0.012208,54,0.0,5.26,0,7.57299,0,1,0.0,0.0,0,5,0.0,0.011758,0.0,0.0,1,1,2,2.02,0.0,0.0,0.0,23,buggy
15.21,56,66,15.22,0.041456,28,1.02,14.46,0,32.6911,3,0,0.0,0.0,0,56,5.11,0.201627,0.0,0.0,9,9,2,2.02,0.011876,6.07,0.0,724,buggy
1.01,2,8,1.02,0.01888,52,0.0,10.12,0,7.86064,0,0,0.0,0.0,0,8,2.02,0.137064,1.01,0.00084,1,2,3,6.07,0.006875,1.01,0.0,69,buggy
5.09,27,47,5.08,0.004526,59,0.0,1.03,3,23.8259,1,1,0.001777,0.0,0,43,3.04,0.223021,1.01,0.0,0,3,4,7.19,0.017845,1.02,1.01,554,buggy
0.0,2,24,5.05,0.043647,387,1.02,23.66,0,34.4998,5,0,0.0,0.0,0,30,3.04,0.235954,0.0,0.0,10,10,6,4.05,0.002157,5.05,0.0,986,buggy
3.04,6,13,4.05,0.030967,78,0.0,7.9,2,29.6783,4,4,0.002607,0.0,3,42,0.0,0.134308,8.36,0.002101,4,58,1,1.01,0.01142,1.01,0.0,1399,buggy
27.53,82,125,30.78,0.0,0,0.0,0.0,5,42.8108,1,19,0.013569,3.12,13,104,19.26,0.262973,3.13,0.001205,1,14,1,1.01,0.036311,11.33,0.0,1892,buggy
15.21,56,66,15.22,0.041456,28,1.02,14.46,0,32.6911,3,0,0.0,0.0,0,56,5.11,0.201627,0.0,0.0,9,9,2,2.02,0.011876,6.07,0.0,724,buggy
0.0,1,21,2.02,0.043647,448,1.02,23.66,0,17.8868,2,0,0.0,0.0,0,11,0.0,0.184833,0.0,0.0,2,2,7,6.15,0.0,2.02,0.0,591,buggy
5.05,22,40,9.13,0.04453,391,1.02,24.65,2,30.7687,2,2,0.000822,3.06,5,23,3.04,0.208173,5.12,0.004649,18,23,2,2.02,0.007283,6.09,0.0,536,buggy
0.0,0,0,0.0,0.008498,282,1.02,6.96,7,43.3291,8,0,0.0,1.01,9,0,0.0,0.188191,6.17,0.010975,43,129,1,1.01,0.0,0.0,0.0,0,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
2.02,11,19,5.05,0.0,0,0.0,0.0,1,18.7552,1,2,0.0,1.01,3,14,0.0,0.181025,1.01,0.0,0,3,1,1.01,0.0,3.03,0.0,219,buggy
1.01,3,40,5.13,0.0,0,0.0,0.0,3,15.7278,0,2,0.013648,0.0,0,36,0.0,0.180249,3.04,0.0,0,15,2,2.03,0.014293,4.12,1.01,525,buggy
1.01,1,8,3.03,0.0,0,0.0,0.0,0,12.7614,1,0,0.0,0.0,0,10,2.02,0.141869,2.05,0.000965,1,15,1,1.01,0.005367,2.02,0.0,166,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
0.0,1,4,0.0,0.025373,68,0.0,14.23,0,6.43425,0,0,0.0,0.0,0,4,0.0,0.026389,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,36,buggy
0.0,1,4,0.0,0.025373,69,0.0,14.23,0,11.6607,0,1,0.0,0.0,0,8,0.0,0.139983,0.0,0.0,0,0,3,4.04,0.0,0.0,0.0,65,buggy
1.01,3,40,5.13,0.0,0,0.0,0.0,3,15.7278,0,2,0.013648,0.0,0,36,0.0,0.180249,3.04,0.0,0,15,2,2.03,0.014293,4.12,1.01,525,buggy
0.0,0,8,2.02,0.043647,412,1.02,23.66,0,16.213,0,0,0.0,0.0,0,7,0.0,0.026807,0.0,0.0,2,2,5,5.06,0.0,2.02,0.0,70,buggy
0.0,0,0,0.0,0.008498,282,1.02,6.96,7,43.3291,8,0,0.0,1.01,9,0,0.0,0.188191,6.17,0.010975,43,129,1,1.01,0.0,0.0,0.0,0,buggy
1.01,2,8,1.02,0.01888,52,0.0,10.12,0,7.86064,0,0,0.0,0.0,0,8,2.02,0.137064,1.01,0.00084,1,2,3,6.07,0.006875,1.01,0.0,69,buggy
5.09,27,47,5.08,0.004526,59,0.0,1.03,3,23.8259,1,1,0.001777,0.0,0,43,3.04,0.223021,1.01,0.0,0,3,4,7.19,0.017845,1.02,1.01,554,buggy
0.0,0,13,3.04,0.0,0,0.0,0.0,0,13.7363,1,10,0.003316,2.02,17,215,0.0,0.131523,2.02,0.0,0,17,1,1.01,0.003407,3.04,0.0,1585,buggy
2.02,3,18,6.18,0.001671,5,0.0,2.02,0,34.1638,1,30,0.004351,2.03,2,34,1.01,0.214757,2.03,0.0,0,2,2,1.01,0.006445,6.16,0.0,629,buggy
9.13,24,31,8.14,0.0,0,0.0,0.0,0,23.6109,0,3,0.00081,3.04,3,20,5.07,0.170381,9.13,0.014255,21,24,1,1.01,0.008827,2.03,0.0,245,buggy
0.0,0,13,3.04,0.0,0,0.0,0.0,0,13.7363,1,10,0.003316,2.02,17,215,0.0,0.131523,2.02,0.0,0,17,1,1.01,0.003407,3.04,0.0,1585,buggy
0.0,0,15,3.04,0.0,8,0.0,0.0,0,13.2788,0,0,0.0,1.01,1,7,1.01,0.137504,1.01,0.0,1,2,2,2.03,0.004124,3.04,0.0,195,buggy
0.0,1,24,3.14,0.0,6,0.0,0.0,1,10.0587,0,1,0.004268,1.01,3,16,1.01,0.206383,1.01,0.0,0,4,2,1.01,0.006418,3.14,0.0,190,buggy
0.0,3,14,6.16,0.004526,69,0.0,1.04,1,15.7259,1,0,0.0,0.0,0,14,6.07,0.137737,0.0,0.0,0,0,7,15.4,0.008638,7.16,0.0,81,buggy
5.09,27,47,5.08,0.004526,59,0.0,1.03,3,23.8259,1,1,0.001777,0.0,0,43,3.04,0.223021,1.01,0.0,0,3,4,7.19,0.017845,1.02,1.01,554,buggy
0.0,0,8,2.02,0.043647,412,1.02,23.66,0,16.213,0,0,0.0,0.0,0,7,0.0,0.026807,0.0,0.0,2,2,5,5.06,0.0,2.02,0.0,70,buggy
2.02,3,39,10.17,0.0,0,0.0,0.0,1,36.8083,0,0,0.0,0.0,1,27,1.01,0.223532,4.09,0.0,1,20,1,2.02,0.006959,9.15,0.0,639,buggy
0.0,1,16,4.04,0.025373,68,0.0,14.23,1,22.443,0,0,0.0,0.0,0,11,0.0,0.179938,0.0,0.0,0,1,2,4.04,0.0,4.04,0.0,256,buggy
11.25,19,35,14.27,0.039372,49,1.02,15.06,0,35.6247,4,0,0.0,1.01,2,51,8.11,0.228898,0.0,0.002035,8,10,4,24.4,0.033287,9.1,0.0,866,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
17.19,129,156,21.24,0.001366,4,0.0,1.24,1,43.7616,5,16,0.009341,2.04,4,403,30.53,0.250347,2.04,0.0,1,5,2,2.02,0.052248,5.07,0.0,6571,buggy
3.04,6,13,4.05,0.030967,78,0.0,7.9,2,29.6783,4,4,0.002607,0.0,3,42,0.0,0.134308,8.36,0.002101,4,58,1,1.01,0.01142,1.01,0.0,1399,buggy
1.01,5,27,8.17,0.0315,35,0.0,2.35,4,36.1202,3,39,0.037706,8.13,19,80,6.08,0.266099,10.16,0.01052,20,39,1,1.01,0.045537,7.16,0.0,3184,buggy
1.02,3,26,3.06,0.042633,381,1.02,22.63,0,22.8522,2,1,0.000771,3.12,11,13,1.04,0.041709,4.12,0.00377,17,28,4,3.04,0.000852,3.04,0.0,784,buggy
3.07,6,7,3.07,0.0,0,0.0,0.0,1,19.8025,1,1,0.0,0.0,1,2,0.0,0.173451,14.4,0.024883,312,313,1,0.0,0.0,0.0,0.0,6,buggy
4.05,3,14,7.09,0.0,5,1.01,0.0,2,34.0926,1,7,0.001094,2.03,9,14,2.02,0.247916,2.04,0.0,0,11,3,2.03,0.002865,5.06,1.01,289,buggy
0.0,4,9,0.0,0.039883,402,1.02,11.08,1,15.1859,0,1,0.0,0.0,0,13,0.0,0.03027,0.0,0.0,3,4,2,1.01,0.002628,0.0,0.0,193,buggy
0.0,0,7,1.13,0.000546,19,1.01,1.01,2,21.493,1,0,0.001233,0.0,0,4,1.01,0.184315,2.12,0.000875,3,3,3,5.09,0.002921,1.13,0.0,44,buggy
3.04,6,13,4.05,0.030967,78,0.0,7.9,2,29.6783,4,4,0.002607,0.0,3,42,0.0,0.134308,8.36,0.002101,4,58,1,1.01,0.01142,1.01,0.0,1399,buggy
3.03,8,33,6.17,0.0,0,0.0,0.0,3,26.7583,4,1,0.000616,4.05,7,22,6.12,0.187161,5.05,0.003092,14,21,1,1.01,0.013133,5.15,0.0,419,buggy
0.0,0,7,1.13,0.000546,19,1.01,1.01,2,21.493,1,0,0.001233,0.0,0,4,1.01,0.184315,2.12,0.000875,3,3,3,5.09,0.002921,1.13,0.0,44,buggy
0.0,0,7,1.13,0.000546,19,1.01,1.01,2,21.493,1,0,0.001233,0.0,0,4,1.01,0.184315,2.12,0.000875,3,3,3,5.09,0.002921,1.13,0.0,44,buggy
0.0,1,4,0.0,0.025373,68,0.0,14.23,0,6.43425,0,0,0.0,0.0,0,4,0.0,0.026389,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,36,buggy
2.02,11,19,5.05,0.0,0,0.0,0.0,1,18.7552,1,2,0.0,1.01,3,14,0.0,0.181025,1.01,0.0,0,3,1,1.01,0.0,3.03,0.0,219,buggy
2.03,10,48,8.1,0.021127,81,0.0,2.16,3,29.2704,2,0,0.0,1.01,4,56,11.12,0.186933,2.02,0.0,0,5,7,14.4,0.015196,8.1,0.0,698,buggy
9.13,24,31,8.14,0.0,0,0.0,0.0,0,23.6109,0,3,0.00081,3.04,3,20,5.07,0.170381,9.13,0.014255,21,24,1,1.01,0.008827,2.03,0.0,245,buggy
15.21,56,66,15.22,0.041456,28,1.02,14.46,0,32.6911,3,0,0.0,0.0,0,56,5.11,0.201627,0.0,0.0,9,9,2,2.02,0.011876,6.07,0.0,724,buggy
2.05,3,18,4.16,0.004526,53,0.0,1.03,2,15.7424,0,1,0.006371,0.0,0,14,1.01,0.149122,0.0,0.0,0,0,6,13.26,0.009632,3.11,0.0,127,buggy
2.02,3,39,10.17,0.0,0,0.0,0.0,1,36.8083,0,0,0.0,0.0,1,27,1.01,0.223532,4.09,0.0,1,20,1,2.02,0.006959,9.15,0.0,639,buggy
2.02,3,39,10.17,0.0,0,0.0,0.0,1,36.8083,0,0,0.0,0.0,1,27,1.01,0.223532,4.09,0.0,1,20,1,2.02,0.006959,9.15,0.0,639,buggy
0.0,2,18,3.04,0.0,0,0.0,0.0,3,14.2639,1,5,0.0,0.0,0,11,1.01,0.204926,2.04,0.007391,8,8,1,0.0,0.001765,3.05,0.0,469,buggy
0.0,3,14,6.16,0.004526,69,0.0,1.04,1,15.7259,1,0,0.0,0.0,0,14,6.07,0.137737,0.0,0.0,0,0,7,15.4,0.008638,7.16,0.0,81,buggy
0.0,1,5,0.0,0.024267,68,0.0,13.22,0,1.70656,0,0,0.0,0.0,0,7,0.0,0.001973,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,57,buggy
0.0,1,4,0.0,0.025373,68,0.0,14.23,0,6.43425,0,0,0.0,0.0,0,4,0.0,0.026389,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,36,buggy
1.01,2,8,1.02,0.01888,52,0.0,10.12,0,7.86064,0,0,0.0,0.0,0,8,2.02,0.137064,1.01,0.00084,1,2,3,6.07,0.006875,1.01,0.0,69,buggy
0.0,0,19,3.03,0.043647,380,1.02,23.65,0,23.6077,1,0,0.0,1.01,11,6,0.0,0.047734,1.01,0.0,10,21,3,2.02,0.0,3.03,0.0,451,buggy
0.0,2,17,3.03,0.043647,380,1.02,23.65,1,22.412,2,1,0.0,0.0,0,11,0.0,0.171808,2.03,0.003973,4,4,3,2.02,0.002191,3.03,0.0,217,buggy
0.0,2,2,0.0,0.01888,74,0.0,10.15,0,7.82832,0,0,0.0,0.0,0,1,0.0,0.129073,0.0,0.0,0,2,6,10.15,0.0,0.0,0.0,7,buggy
0.0,0,0,0.0,0.008498,282,1.02,6.96,7,43.3291,8,0,0.0,1.01,9,0,0.0,0.188191,6.17,0.010975,43,129,1,1.01,0.0,0.0,0.0,0,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,19.2708,0,0,0.0,0.0,0,12,1.01,0.158898,4.09,0.002095,15,22,4,10.15,0.002682,2.02,0.0,180,buggy
3.07,6,7,3.07,0.0,0,0.0,0.0,1,19.8025,1,1,0.0,0.0,1,2,0.0,0.173451,14.4,0.024883,312,313,1,0.0,0.0,0.0,0.0,6,buggy
1.01,3,9,3.03,0.01888,61,0.0,10.14,0,17.658,0,0,0.0,0.0,0,9,0.0,0.144149,3.03,0.001721,7,8,4,10.15,0.000853,2.02,1.01,240,buggy
0.0,6,33,3.05,0.04453,408,1.02,24.63,1,29.7618,1,1,0.0,0.0,0,15,0.0,0.070919,1.01,0.002662,2,2,3,2.02,0.0,3.05,0.0,437,buggy
0.0,0,15,3.04,0.0,8,0.0,0.0,0,13.2788,0,0,0.0,1.01,1,7,1.01,0.137504,1.01,0.0,1,2,2,2.03,0.004124,3.04,0.0,195,buggy
5.13,36,63,7.15,0.04453,391,1.02,24.65,1,37.7605,2,1,0.000936,0.0,0,27,2.02,0.222874,3.06,0.0,26,30,3,2.02,0.000923,4.05,0.0,624,buggy
1.01,5,27,8.17,0.0315,35,0.0,2.35,4,36.1202,3,39,0.037706,8.13,19,80,6.08,0.266099,10.16,0.01052,20,39,1,1.01,0.045537,7.16,0.0,3184,buggy
23.26,126,128,23.27,0.039372,28,1.02,15.15,0,35.3663,1,2,0.003145,0.0,0,57,11.17,0.220092,1.1,0.0,2,12,2,2.02,0.037123,3.06,0.0,773,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
17.19,129,156,21.24,0.001366,4,0.0,1.24,1,43.7616,5,16,0.009341,2.04,4,403,30.53,0.250347,2.04,0.0,1,5,2,2.02,0.052248,5.07,0.0,6571,buggy
1.01,1,8,3.03,0.0,0,0.0,0.0,0,12.7614,1,0,0.0,0.0,0,10,2.02,0.141869,2.05,0.000965,1,15,1,1.01,0.005367,2.02,0.0,166,buggy
2.05,3,18,4.16,0.004526,53,0.0,1.03,2,15.7424,0,1,0.006371,0.0,0,14,1.01,0.149122,0.0,0.0,0,0,6,13.26,0.009632,3.11,0.0,127,buggy
0.0,3,14,6.16,0.004526,69,0.0,1.04,1,15.7259,1,0,0.0,0.0,0,14,6.07,0.137737,0.0,0.0,0,0,7,15.4,0.008638,7.16,0.0,81,buggy
0.0,5,13,1.01,0.015465,141,0.0,12.41,1,13.0996,0,0,0.0,0.0,0,9,1.01,0.05047,0.0,0.0,8,9,2,2.02,0.000852,2.02,0.0,139,buggy
0.0,0,19,3.03,0.043647,380,1.02,23.65,0,23.6077,1,0,0.0,1.01,11,6,0.0,0.047734,1.01,0.0,10,21,3,2.02,0.0,3.03,0.0,451,buggy
0.0,1,4,0.0,0.025373,68,0.0,14.23,0,10.0398,0,0,0.0,0.0,0,7,0.0,0.140319,0.0,0.0,0,1,2,4.04,0.000899,0.0,0.0,67,buggy
0.0,1,4,0.0,0.025373,69,0.0,14.23,0,11.6607,0,1,0.0,0.0,0,8,0.0,0.139983,0.0,0.0,0,0,3,4.04,0.0,0.0,0.0,65,buggy
0.0,1,4,0.0,0.025373,68,0.0,14.23,0,6.43425,0,0,0.0,0.0,0,4,0.0,0.026389,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,36,buggy
9.13,24,31,8.14,0.0,0,0.0,0.0,0,23.6109,0,3,0.00081,3.04,3,20,5.07,0.170381,9.13,0.014255,21,24,1,1.01,0.008827,2.03,0.0,245,buggy
11.25,19,35,14.27,0.039372,49,1.02,15.06,0,35.6247,4,0,0.0,1.01,2,51,8.11,0.228898,0.0,0.002035,8,10,4,24.4,0.033287,9.1,0.0,866,buggy
0.0,0,13,3.04,0.0,0,0.0,0.0,0,13.7363,1,10,0.003316,2.02,17,215,0.0,0.131523,2.02,0.0,0,17,1,1.01,0.003407,3.04,0.0,1585,buggy
2.03,2,18,0.0,0.016601,15,0.0,1.12,0,7.49694,0,4,0.0,0.0,0,8,0.0,0.011364,1.01,0.0,0,2,3,2.04,0.000995,1.01,0.0,149,buggy
0.0,1,4,0.0,0.025373,69,0.0,14.23,0,11.6607,0,1,0.0,0.0,0,8,0.0,0.139983,0.0,0.0,0,0,3,4.04,0.0,0.0,0.0,65,buggy
0.0,3,3,0.0,0.0,2,0.0,0.0,0,0.0,0,0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,6,buggy
0.0,2,24,5.05,0.043647,387,1.02,23.66,0,34.4998,5,0,0.0,0.0,0,30,3.04,0.235954,0.0,0.0,10,10,6,4.05,0.002157,5.05,0.0,986,buggy
0.0,2,18,3.04,0.0,0,0.0,0.0,3,14.2639,1,5,0.0,0.0,0,11,1.01,0.204926,2.04,0.007391,8,8,1,0.0,0.001765,3.05,0.0,469,buggy
2.03,2,18,0.0,0.016601,15,0.0,1.12,0,7.49694,0,4,0.0,0.0,0,8,0.0,0.011364,1.01,0.0,0,2,3,2.04,0.000995,1.01,0.0,149,buggy
1.01,1,22,10.16,0.001014,6,0.0,1.02,3,33.5493,0,1,0.017429,3.12,12,58,6.07,0.221837,1.08,0.001311,1,16,2,7.08,0.022768,9.14,0.0,952,buggy
27.53,82,125,30.78,0.0,0,0.0,0.0,5,42.8108,1,19,0.013569,3.12,13,104,19.26,0.262973,3.13,0.001205,1,14,1,1.01,0.036311,11.33,0.0,1892,buggy
0.0,2,24,5.05,0.043647,387,1.02,23.66,0,34.4998,5,0,0.0,0.0,0,30,3.04,0.235954,0.0,0.0,10,10,6,4.05,0.002157,5.05,0.0,986,buggy
0.0,0,15,3.04,0.0,8,0.0,0.0,0,13.2788,0,0,0.0,1.01,1,7,1.01,0.137504,1.01,0.0,1,2,2,2.03,0.004124,3.04,0.0,195,buggy
0.0,1,7,1.01,0.029336,52,0.0,8.21,1,13.2934,1,0,0.0,0.0,0,2,0.0,0.155692,1.01,0.0,0,0,2,3.03,0.0,1.01,0.0,35,buggy
0.0,1,16,4.04,0.025373,68,0.0,14.23,1,22.443,0,0,0.0,0.0,0,11,0.0,0.179938,0.0,0.0,0,1,2,4.04,0.0,4.04,0.0,256,buggy
5.06,18,36,7.1,0.0,3,0.0,0.0,1,28.279,0,6,0.002697,1.01,2,20,1.02,0.078582,3.04,0.0,0,12,2,3.03,0.00528,5.09,0.0,1126,buggy
1.02,3,8,2.03,0.01888,61,0.0,10.14,0,21.3849,0,0,0.0,0.0,0,11,1.01,0.163583,2.05,0.00084,10,16,4,10.15,0.002682,2.02,0.0,154,buggy
0.0,0,15,3.04,0.0,8,0.0,0.0,0,13.2788,0,0,0.0,1.01,1,7,1.01,0.137504,1.01,0.0,1,2,2,2.03,0.004124,3.04,0.0,195,buggy
0.0,3,32,6.17,0.004526,69,0.0,1.04,3,25.6644,2,4,0.000915,0.0,0,31,6.07,0.181872,1.01,0.0,0,4,7,14.41,0.012458,7.19,0.0,529,buggy
0.0,1,4,0.0,0.025373,68,0.0,14.23,0,6.43425,0,0,0.0,0.0,0,4,0.0,0.026389,0.0,0.0,0,1,2,4.04,0.0,0.0,0.0,36,buggy
5.09,27,47,5.08,0.004526,59,0.0,1.03,3,23.8259,1,1,0.001777,0.0,0,43,3.04,0.223021,1.01,0.0,0,3,4,7.19,0.017845,1.02,1.01,554,buggy
5.13,36,63,7.15,0.04453,391,1.02,24.65,1,37.7605,2,1,0.000936,0.0,0,27,2.02,0.222874,3.06,0.0,26,30,3,2.02,0.000923,4.05,0.0,624,buggy
